,carat,cut,color,depth,table,x,y,z,price
35324,0.31,Very Good,F,62.4,57.0,4.3,4.32,2.69,897
35325,0.35,Very Good,G,62.6,59.0,4.43,4.49,2.79,898
35326,0.33,Very Good,G,62.6,55.0,4.41,4.44,2.77,898
35327,0.38,Ideal,H,62.1,54.0,4.62,4.66,2.88,898
35328,0.4,Good,D,63.2,56.0,4.69,4.74,2.98,898
35329,0.4,Ideal,E,62.1,55.0,4.75,4.79,2.96,898
35330,0.33,Ideal,E,60.7,55.0,4.49,4.5,2.73,898
35331,0.32,Ideal,F,62.0,55.0,4.41,4.43,2.74,898
35332,0.34,Ideal,G,61.3,55.0,4.52,4.55,2.78,898
35333,0.32,Ideal,E,61.6,55.0,4.43,4.46,2.74,898
35334,0.32,Ideal,E,61.0,57.0,4.4,4.42,2.69,898
35335,0.32,Ideal,E,61.4,56.0,4.42,4.44,2.72,898
35336,0.32,Ideal,G,61.7,57.0,4.39,4.42,2.72,898
35337,0.32,Ideal,G,61.4,55.0,4.42,4.44,2.72,898
35338,0.32,Ideal,G,61.8,55.0,4.38,4.42,2.72,898
35339,0.42,Premium,H,60.9,58.0,4.85,4.84,2.95,898
35340,0.42,Premium,H,62.1,59.0,4.81,4.78,2.98,898
35341,0.42,Ideal,H,62.2,57.0,4.8,4.78,2.98,898
35342,0.42,Ideal,H,62.9,57.0,4.84,4.76,3.02,898
35343,0.42,Very Good,H,63.2,58.0,4.79,4.77,3.02,898
35344,0.42,Ideal,H,62.7,56.0,4.78,4.76,2.99,898
35345,0.42,Very Good,H,63.1,57.0,4.78,4.76,3.01,898
35346,0.38,Premium,F,62.7,58.0,4.62,4.6,2.89,898
35347,0.38,Ideal,E,61.9,55.0,4.7,4.64,2.89,898
35348,0.38,Premium,E,61.2,59.0,4.67,4.64,2.85,898
35349,0.42,Premium,H,62.0,59.0,4.79,4.76,2.96,898
35350,0.42,Ideal,H,62.4,57.0,4.79,4.76,2.98,898
35351,0.42,Premium,H,59.5,57.0,5.11,4.78,2.94,898
35352,0.42,Ideal,E,62.4,55.0,4.81,4.77,2.99,898
35353,0.42,Ideal,E,62.9,56.0,4.8,4.77,3.01,898
35354,0.42,Ideal,D,62.4,57.0,4.81,4.78,2.99,898
35355,0.42,Premium,D,62.1,59.0,4.82,4.78,2.98,898
35356,0.42,Premium,D,60.1,58.0,4.88,4.83,2.92,898
35357,0.42,Premium,D,60.0,61.0,4.89,4.85,2.92,898
35358,0.42,Premium,D,60.8,59.0,4.83,4.77,2.92,898
35359,0.38,Premium,I,59.9,60.0,4.72,4.66,2.81,898
35360,0.38,Premium,I,61.3,60.0,4.65,4.62,2.84,898
35361,0.38,Premium,H,61.8,58.0,4.66,4.63,2.87,898
35362,0.38,Ideal,H,62.8,55.0,4.66,4.64,2.92,898
35363,0.38,Premium,H,60.5,59.0,4.69,4.66,2.83,898
35364,0.38,Premium,H,60.6,58.0,4.7,4.68,2.84,898
35365,0.38,Premium,H,60.9,60.0,4.67,4.62,2.83,898
35366,0.38,Premium,H,63.0,56.0,4.61,4.57,2.89,898
35367,0.38,Ideal,H,62.8,56.0,4.62,4.59,2.89,898
35368,0.38,Premium,F,60.4,58.0,4.72,4.68,2.84,898
35369,0.41,Premium,G,62.5,59.0,4.73,4.77,2.97,899
35370,0.41,Very Good,G,62.7,57.0,4.74,4.77,2.98,899
35371,0.41,Premium,G,62.6,58.0,4.7,4.75,2.96,899
35372,0.41,Ideal,G,61.7,57.0,4.78,4.81,2.96,899
35373,0.41,Very Good,G,62.4,57.0,4.71,4.74,2.95,899
35374,0.41,Ideal,G,60.8,57.0,4.8,4.84,2.93,899
35375,0.41,Ideal,G,62.4,57.0,4.7,4.75,2.95,899
35376,0.41,Very Good,G,60.5,57.0,4.81,4.85,2.92,899
35377,0.41,Ideal,H,62.0,56.0,4.74,4.78,2.95,899
35378,0.41,Ideal,G,61.5,56.0,4.77,4.79,2.94,899
35379,0.41,Premium,G,61.9,58.0,4.75,4.78,2.95,899
35380,0.41,Very Good,G,61.5,58.0,4.76,4.8,2.94,899
35381,0.41,Ideal,G,61.6,57.0,4.74,4.77,2.93,899
35382,0.41,Very Good,G,60.0,61.0,4.77,4.86,2.89,899
35383,0.41,Very Good,G,60.7,58.0,4.79,4.83,2.92,899
35384,0.41,Premium,G,60.2,59.0,4.79,4.84,2.9,899
35385,0.41,Ideal,G,61.4,55.0,4.78,4.8,2.94,899
35386,0.41,Premium,G,62.1,60.0,4.72,4.78,2.95,899
35387,0.41,Premium,G,61.9,60.0,4.7,4.76,2.93,899
35388,0.41,Ideal,G,61.9,57.0,4.76,4.81,2.96,899
35389,0.41,Ideal,G,60.8,56.0,4.79,4.82,2.92,899
35390,0.41,Very Good,G,62.3,56.0,4.77,4.8,2.98,899
35391,0.41,Premium,G,60.5,58.0,4.76,4.8,2.89,899
35392,0.41,Ideal,H,62.5,56.0,4.74,4.77,2.97,899
35393,0.41,Very Good,G,61.7,57.0,4.75,4.78,2.94,899
35394,0.41,Very Good,H,62.2,58.0,4.71,4.74,2.94,899
35395,0.41,Ideal,G,59.8,57.0,4.81,4.86,2.89,899
35396,0.38,Good,F,62.4,54.3,4.6,4.65,2.89,899
35397,0.5,Premium,I,59.8,56.0,5.23,5.18,3.11,900
35398,0.4,Very Good,H,60.5,59.0,4.73,4.76,2.87,900
35399,0.39,Very Good,E,60.0,59.0,4.76,4.8,2.87,900
35400,0.41,Ideal,G,61.6,54.0,4.81,4.84,2.97,900
35401,0.35,Ideal,E,62.0,55.0,4.54,4.58,2.82,900
35402,0.32,Ideal,F,61.9,56.0,4.4,4.35,2.71,900
35403,0.32,Ideal,F,61.3,56.0,4.44,4.4,2.71,900
35404,0.32,Ideal,F,61.9,56.0,4.4,4.36,2.71,900
35405,0.32,Ideal,E,61.9,56.0,4.4,4.36,2.71,900
35406,0.32,Ideal,E,61.3,57.0,4.45,4.42,2.72,900
35407,0.32,Ideal,E,61.9,55.0,4.43,4.42,2.74,900
35408,0.32,Premium,E,60.5,55.0,4.49,4.43,2.7,900
35409,0.32,Ideal,E,62.3,56.0,4.41,4.38,2.74,900
35410,0.32,Ideal,E,62.1,55.0,4.42,4.4,2.74,900
35412,0.4,Premium,G,61.6,59.0,4.72,4.66,2.89,900
35413,0.4,Ideal,G,60.2,56.0,4.83,4.77,2.89,900
35414,0.32,Ideal,E,62.0,57.0,4.41,4.39,2.73,900
35415,0.4,Premium,G,62.0,59.0,4.74,4.71,2.93,900
35416,0.4,Very Good,G,60.0,63.0,4.8,4.76,2.87,900
35417,0.4,Premium,G,59.3,59.0,4.82,4.8,2.85,900
35418,0.4,Premium,G,61.4,60.0,4.71,4.67,2.88,900
35419,0.4,Premium,G,62.7,59.0,4.71,4.67,2.94,900
35420,0.4,Premium,G,62.0,59.0,4.72,4.7,2.92,900
35421,0.4,Premium,G,61.1,61.0,4.76,4.7,2.89,900
35422,0.4,Premium,G,62.8,60.0,4.7,4.66,2.94,900
35423,0.32,Premium,E,60.5,58.0,4.48,4.44,2.7,900
35424,0.32,Premium,E,61.0,59.0,4.45,4.44,2.71,900
35425,0.32,Ideal,E,60.8,55.0,4.49,4.42,2.71,900
35426,0.32,Ideal,E,61.7,56.0,4.44,4.41,2.73,900
35427,0.32,Ideal,E,62.3,57.0,4.42,4.41,2.75,900
35428,0.32,Premium,E,61.2,59.0,4.43,4.4,2.7,900
35429,0.32,Ideal,E,61.4,56.0,4.43,4.4,2.71,900
35430,0.32,Ideal,E,61.8,55.0,4.43,4.4,2.73,900
35431,0.32,Ideal,E,62.1,56.0,4.43,4.4,2.74,900
35432,0.32,Ideal,E,62.1,54.0,4.42,4.4,2.74,900
35433,0.32,Ideal,E,62.1,55.0,4.43,4.39,2.74,900
35434,0.32,Ideal,E,62.0,55.0,4.46,4.38,2.74,900
35435,0.32,Ideal,E,62.0,55.0,4.41,4.39,2.73,900
35436,0.32,Premium,E,60.5,59.0,4.43,4.39,2.67,900
35437,0.32,Ideal,E,61.5,55.0,4.43,4.38,2.71,900
35438,0.32,Ideal,E,62.0,54.0,4.41,4.37,2.72,900
35439,0.32,Ideal,E,62.2,56.0,4.41,4.37,2.73,900
35440,0.32,Premium,E,61.7,58.0,4.41,4.38,2.71,900
35441,0.32,Ideal,E,62.1,56.0,4.41,4.38,2.73,900
35442,0.32,Ideal,E,62.6,53.0,4.38,4.37,2.74,900
35443,0.32,Ideal,E,62.0,57.0,4.41,4.37,2.72,900
35444,0.32,Ideal,E,62.3,54.0,4.4,4.37,2.73,900
35445,0.32,Ideal,E,62.2,55.0,4.38,4.37,2.72,900
35446,0.32,Ideal,E,61.7,55.0,4.42,4.36,2.71,900
35447,0.32,Premium,E,62.6,58.0,4.4,4.36,2.74,900
35448,0.32,Ideal,E,62.1,55.0,4.4,4.36,2.72,900
35450,0.32,Ideal,E,62.9,56.0,4.39,4.36,2.75,900
35451,0.32,Ideal,E,62.0,55.0,4.38,4.36,2.71,900
35452,0.32,Ideal,E,62.7,55.0,4.38,4.36,2.74,900
35453,0.32,Ideal,E,62.2,55.0,4.38,4.36,2.72,900
35454,0.32,Ideal,E,62.8,54.0,4.38,4.35,2.74,900
35455,0.32,Premium,E,61.3,59.0,4.39,4.35,2.68,900
35456,0.32,Ideal,E,61.9,56.0,4.4,4.35,2.71,900
35457,0.49,Premium,J,59.8,59.0,5.14,5.12,3.07,900
35458,0.32,Ideal,E,61.6,55.0,4.42,4.41,2.72,900
35459,0.43,Premium,D,59.7,59.0,4.89,4.93,2.93,901
35460,0.33,Premium,F,62.3,60.0,4.43,4.4,2.75,901
35461,0.31,Ideal,F,60.1,59.0,4.38,4.41,2.64,901
35462,0.31,Ideal,F,61.1,55.0,4.41,4.43,2.7,901
35463,0.31,Ideal,F,61.2,56.0,4.38,4.41,2.69,901
35464,0.31,Ideal,F,61.6,56.0,4.35,4.38,2.69,901
35465,0.31,Ideal,F,61.7,56.0,4.34,4.38,2.69,901
35466,0.31,Ideal,F,61.9,54.0,4.38,4.41,2.72,901
35467,0.31,Ideal,F,62.0,55.0,4.37,4.41,2.72,901
35468,0.31,Ideal,F,61.7,56.0,4.38,4.41,2.71,901
35469,0.31,Ideal,F,60.7,56.0,4.42,4.45,2.69,901
35470,0.33,Ideal,H,62.5,56.0,4.44,4.42,2.77,901
35471,0.33,Ideal,G,62.6,53.0,4.45,4.43,2.78,901
35472,0.33,Premium,G,61.5,62.0,4.43,4.39,2.71,901
35473,0.39,Ideal,G,61.9,56.0,4.68,4.7,2.9,902
35474,0.39,Ideal,G,60.7,55.0,4.75,4.78,2.89,902
35475,0.39,Ideal,G,60.6,57.0,4.72,4.75,2.87,902
35476,0.42,Ideal,E,60.9,57.0,4.85,4.87,2.96,902
35477,0.39,Ideal,F,61.3,56.0,4.7,4.72,2.89,902
35478,0.39,Ideal,F,61.6,57.0,4.7,4.72,2.9,902
35479,0.36,Very Good,G,61.4,55.0,4.63,4.65,2.85,903
35480,0.38,Ideal,H,61.2,57.0,4.65,4.67,2.85,903
35481,0.31,Ideal,F,61.6,56.0,4.34,4.36,2.68,903
35482,0.31,Ideal,E,61.0,57.0,4.39,4.37,2.67,903
35483,0.31,Ideal,E,61.6,57.0,4.38,4.36,2.69,903
35484,0.43,Good,G,63.6,55.0,4.83,4.79,3.06,903
35485,0.43,Premium,E,61.0,60.0,4.94,4.87,2.99,903
35487,0.43,Very Good,G,63.1,58.0,4.79,4.75,3.01,903
35488,0.46,Very Good,F,60.1,57.0,5.01,5.04,3.02,904
35490,0.43,Ideal,F,61.5,56.0,4.85,4.89,2.99,904
35491,0.4,Ideal,E,60.9,56.0,4.78,4.81,2.92,904
35492,0.41,Ideal,F,61.6,57.0,4.8,4.78,2.95,904
35493,0.41,Very Good,F,63.3,58.0,4.74,4.71,2.99,904
35494,0.41,Good,F,63.7,58.0,4.74,4.71,3.01,904
35495,0.41,Ideal,F,63.0,56.0,4.78,4.71,2.99,904
35496,0.41,Very Good,F,63.4,57.0,4.74,4.73,3.0,904
35497,0.41,Very Good,F,63.1,59.0,4.75,4.7,2.98,904
35498,0.41,Very Good,F,63.5,56.0,4.75,4.7,3.0,904
35499,0.41,Premium,E,61.2,59.0,4.82,4.78,2.94,904
35500,0.41,Premium,E,59.3,61.0,4.84,4.8,2.86,904
35501,0.41,Ideal,E,61.4,57.0,4.8,4.78,2.94,904
35502,0.41,Very Good,E,60.5,63.0,4.81,4.77,2.9,904
35503,0.41,Ideal,E,61.8,56.0,4.78,4.77,2.95,904
35504,0.41,Premium,E,61.1,62.0,4.83,4.76,2.93,904
35505,0.41,Premium,E,61.5,61.0,4.78,4.75,2.93,904
35506,0.41,Ideal,E,62.8,57.0,4.75,4.71,2.97,904
35507,0.41,Good,E,63.6,58.0,4.74,4.72,3.01,904
35508,0.41,Premium,E,62.8,58.0,4.77,4.72,2.98,904
35509,0.41,Very Good,E,63.1,57.0,4.78,4.73,3.0,904
35510,0.41,Premium,E,61.8,60.0,4.78,4.74,2.94,904
35511,0.41,Good,E,63.6,56.0,4.73,4.7,3.0,904
35512,0.41,Very Good,E,63.2,58.0,4.72,4.68,2.97,904
35513,0.4,Ideal,H,61.4,55.7,4.72,4.77,2.92,905
35514,0.35,Ideal,E,61.9,56.0,4.53,4.55,2.81,905
35515,0.35,Ideal,E,61.8,56.0,4.5,4.53,2.79,905
35516,0.43,Very Good,I,63.0,56.0,4.83,4.86,3.05,905
35517,0.43,Ideal,I,62.2,57.0,4.81,4.84,3.0,905
35518,0.43,Very Good,F,61.6,59.0,4.78,4.87,2.97,905
35519,0.43,Ideal,F,61.1,56.0,4.88,4.91,2.99,905
35520,0.43,Very Good,F,61.1,57.0,4.86,4.9,2.98,905
35521,0.43,Very Good,F,61.0,57.0,4.84,4.87,2.96,905
35522,0.43,Very Good,F,61.2,59.0,4.84,4.87,2.97,905
35523,0.43,Very Good,F,61.3,59.0,4.81,4.84,2.96,905
35524,0.43,Premium,F,59.8,58.0,4.89,4.94,2.94,905
35525,0.32,Ideal,H,61.3,56.0,4.42,4.45,2.72,905
35526,0.32,Ideal,F,60.7,56.0,4.45,4.43,2.7,905
35527,0.3,Ideal,D,61.9,57.0,4.27,4.29,2.65,905
35528,0.38,Ideal,E,61.7,53.0,4.69,4.71,2.9,905
35529,0.46,Ideal,E,62.0,54.0,4.97,4.99,3.09,905
35530,0.32,Ideal,G,61.5,55.0,4.4,4.42,2.71,905
35531,0.32,Ideal,G,61.3,56.0,4.4,4.44,2.71,905
35532,0.36,Premium,F,59.4,56.0,4.71,4.69,2.79,905
35533,0.3,Premium,G,62.4,59.0,4.31,4.25,2.67,905
35534,0.36,Good,F,63.9,54.0,4.52,4.5,2.88,905
35535,0.34,Premium,F,60.0,59.0,4.59,4.55,2.74,905
35536,0.41,Very Good,E,60.4,59.0,4.8,4.83,2.91,906
35537,0.38,Very Good,F,61.9,54.6,4.64,4.68,2.89,906
35538,0.38,Very Good,F,61.9,54.8,4.63,4.69,2.89,906
35539,0.34,Ideal,F,61.4,55.0,4.53,4.56,2.79,906
35540,0.33,Ideal,E,60.7,57.0,4.46,4.5,2.72,906
35541,0.33,Ideal,E,62.2,54.0,4.46,4.48,2.78,906
35542,0.46,Ideal,I,62.2,54.0,4.95,4.99,3.09,906
35543,0.35,Ideal,F,62.1,57.0,4.55,4.53,2.82,906
35544,0.35,Ideal,F,62.5,57.0,4.53,4.5,2.82,906
35545,0.35,Premium,F,61.1,62.0,4.54,4.5,2.76,906
35546,0.35,Ideal,F,61.4,55.0,4.6,4.55,2.81,906
35547,0.35,Premium,H,62.7,58.0,4.5,4.46,2.81,906
35548,0.35,Ideal,H,63.0,55.0,4.5,4.48,2.83,906
35549,0.35,Premium,H,62.5,58.0,4.51,4.48,2.81,906
35550,0.35,Ideal,H,62.5,57.0,4.54,4.48,2.82,906
35551,0.35,Premium,H,61.9,58.0,4.54,4.5,2.8,906
35553,0.35,Ideal,G,62.6,54.0,4.56,4.52,2.84,906
35554,0.35,Premium,G,61.2,56.0,4.56,4.53,2.78,906
35555,0.35,Premium,G,60.7,61.0,4.58,4.54,2.77,906
35556,0.35,Ideal,G,60.5,57.0,4.58,4.55,2.76,906
35557,0.35,Premium,G,62.9,58.0,4.49,4.48,2.82,906
35558,0.35,Premium,G,61.7,61.0,4.52,4.49,2.78,906
35559,0.35,Premium,G,62.3,59.0,4.53,4.49,2.81,906
35560,0.35,Premium,G,61.5,58.0,4.54,4.5,2.78,906
35561,0.35,Ideal,G,61.9,55.0,4.53,4.51,2.8,906
35562,0.35,Premium,G,61.2,58.0,4.54,4.51,2.77,906
35563,0.35,Ideal,G,62.5,55.0,4.55,4.51,2.83,906
35564,0.35,Ideal,G,61.9,55.0,4.53,4.52,2.8,906
35565,0.35,Ideal,G,62.1,56.0,4.56,4.52,2.82,906
35566,0.35,Ideal,F,61.4,54.0,4.58,4.54,2.8,906
35567,0.35,Ideal,F,62.3,55.0,4.56,4.53,2.83,906
35568,0.35,Ideal,F,62.1,56.0,4.57,4.54,2.83,906
35570,0.35,Ideal,F,60.5,57.0,4.6,4.52,2.76,906
35571,0.35,Premium,F,61.5,59.0,4.55,4.53,2.79,906
35572,0.35,Ideal,F,61.4,56.0,4.56,4.53,2.79,906
35573,0.35,Premium,F,61.4,59.0,4.56,4.53,2.79,906
35574,0.35,Ideal,F,61.5,57.0,4.56,4.52,2.79,906
35575,0.35,Ideal,F,60.8,57.0,4.56,4.52,2.76,906
35576,0.35,Ideal,F,61.9,54.0,4.54,4.5,2.8,906
35577,0.35,Premium,F,62.0,59.0,4.55,4.51,2.81,906
35578,0.35,Ideal,F,62.4,55.0,4.53,4.51,2.82,906
35579,0.35,Ideal,F,62.4,57.0,4.51,4.5,2.81,906
35580,0.35,Premium,F,62.1,60.0,4.51,4.45,2.78,906
35581,0.35,Ideal,F,62.2,55.0,4.53,4.48,2.8,906
35582,0.35,Premium,F,61.9,58.0,4.54,4.48,2.79,906
35583,0.35,Ideal,F,62.6,56.0,4.52,4.49,2.82,906
35584,0.35,Premium,F,61.8,58.0,4.52,4.48,2.78,906
35585,0.35,Ideal,D,60.5,56.0,4.63,4.6,2.79,907
35586,0.42,Ideal,G,62.2,54.1,4.8,4.83,3.0,907
35587,0.41,Very Good,D,63.4,56.0,4.76,4.73,3.01,907
35588,0.4,Premium,E,62.9,58.0,4.74,4.71,2.97,907
35589,0.4,Ideal,E,62.5,57.0,4.74,4.7,2.95,907
35590,0.4,Premium,E,62.8,59.0,4.73,4.7,2.96,907
35591,0.4,Premium,E,62.8,59.0,4.7,4.67,2.94,907
35592,0.31,Ideal,H,62.2,54.0,4.39,4.36,2.72,907
35593,0.31,Premium,H,60.5,58.0,4.43,4.4,2.67,907
35594,0.31,Ideal,H,61.5,54.0,4.39,4.36,2.69,907
35595,0.31,Premium,H,60.6,59.0,4.38,4.36,2.65,907
35596,0.31,Premium,H,63.0,58.0,4.37,4.33,2.74,907
35597,0.31,Ideal,H,62.7,54.0,4.38,4.33,2.73,907
35598,0.31,Ideal,H,62.2,56.0,4.37,4.34,2.71,907
35599,0.31,Ideal,H,61.5,56.0,4.38,4.34,2.68,907
35600,0.31,Ideal,H,61.6,55.0,4.38,4.35,2.69,907
35601,0.31,Premium,H,62.1,58.0,4.36,4.33,2.7,907
35602,0.31,Premium,H,61.9,58.0,4.34,4.32,2.68,907
35603,0.31,Premium,H,61.8,58.0,4.34,4.3,2.67,907
35604,0.31,Very Good,H,63.3,58.0,4.32,4.28,2.72,907
35605,0.31,Premium,H,62.6,58.0,4.33,4.29,2.7,907
35606,0.31,Very Good,H,63.3,56.0,4.32,4.3,2.73,907
35607,0.31,Very Good,H,63.1,57.0,4.31,4.25,2.7,907
35608,0.31,Ideal,G,60.8,56.0,4.4,4.38,2.67,907
35609,0.31,Premium,G,60.5,58.0,4.43,4.39,2.67,907
35610,0.3,Ideal,H,60.7,57.0,4.33,4.37,2.64,473
35611,0.3,Very Good,H,61.1,61.0,4.29,4.32,2.63,473
35612,0.3,Good,I,63.3,59.0,4.2,4.23,2.67,473
35614,0.3,Ideal,I,61.6,56.0,4.31,4.36,2.67,473
35615,0.3,Premium,I,61.7,59.0,4.26,4.3,2.64,473
35616,0.3,Very Good,H,62.7,59.0,4.22,4.27,2.66,473
35617,0.34,Ideal,G,62.7,57.0,4.48,4.51,2.82,473
35618,0.37,Good,I,64.0,56.0,4.58,4.45,2.89,473
35619,0.3,Good,I,63.5,57.0,4.24,4.29,2.71,473
35620,0.36,Very Good,G,61.9,56.0,4.55,4.59,2.83,473
35621,0.3,Premium,I,61.6,60.0,4.27,4.3,2.64,473
35622,0.3,Very Good,H,62.9,59.0,4.26,4.3,2.69,473
35623,0.3,Very Good,H,63.0,59.0,4.25,4.29,2.69,473
35624,0.3,Premium,I,60.5,60.0,4.3,4.33,2.61,473
35625,0.3,Very Good,I,62.9,59.0,4.22,4.3,2.68,473
35626,0.3,Good,H,63.5,58.0,4.24,4.27,2.7,473
35627,0.3,Good,I,63.7,58.0,4.23,4.25,2.7,473
35628,0.3,Premium,H,62.2,59.0,4.28,4.31,2.67,473
35629,0.3,Very Good,H,62.6,58.0,4.22,4.28,2.66,473
35630,0.3,Very Good,I,62.0,58.0,4.25,4.3,2.65,473
35632,0.3,Good,I,63.4,54.0,4.29,4.32,2.73,473
35634,0.35,Ideal,H,60.3,55.0,4.61,4.65,2.79,474
35635,0.26,Ideal,H,60.5,58.0,4.16,4.17,2.52,474
35636,0.36,Very Good,H,61.2,55.0,4.59,4.62,2.81,475
35637,0.24,Very Good,D,63.1,55.0,3.95,4.01,2.51,475
35638,0.3,Ideal,H,62.6,53.1,4.27,4.3,2.69,475
35639,0.3,Ideal,H,62.5,53.9,4.29,4.32,2.69,475
35640,0.31,Premium,G,60.0,62.0,4.44,4.4,2.65,907
35641,0.31,Ideal,G,61.9,55.0,4.36,4.33,2.69,907
35642,0.31,Ideal,G,62.4,56.0,4.36,4.33,2.71,907
35643,0.31,Ideal,G,61.7,54.0,4.38,4.34,2.69,907
35644,0.31,Ideal,G,61.4,56.0,4.38,4.35,2.68,907
35645,0.31,Premium,G,62.2,59.0,4.36,4.32,2.7,907
35646,0.31,Ideal,G,62.7,57.0,4.34,4.31,2.71,907
35647,0.31,Ideal,G,62.4,56.0,4.35,4.31,2.7,907
35648,0.31,Ideal,G,61.8,56.0,4.36,4.31,2.68,907
35649,0.31,Premium,G,61.8,58.0,4.36,4.32,2.68,907
35650,0.31,Ideal,G,62.1,56.0,4.35,4.32,2.69,907
35651,0.31,Premium,G,61.5,58.0,4.34,4.31,2.66,907
35652,0.31,Ideal,G,62.7,57.0,4.33,4.31,2.71,907
35653,0.31,Very Good,G,63.1,57.0,4.32,4.3,2.72,907
35654,0.31,Ideal,G,62.1,56.0,4.33,4.27,2.67,907
35655,0.31,Premium,G,62.9,58.0,4.3,4.28,2.7,907
35656,0.31,Very Good,G,63.3,57.0,4.31,4.28,2.72,907
35657,0.31,Ideal,G,62.6,57.0,4.33,4.29,2.7,907
35658,0.31,Very Good,G,63.2,58.0,4.32,4.26,2.71,907
35659,0.31,Premium,G,62.9,58.0,4.31,4.27,2.7,907
35660,0.31,Good,G,63.8,56.0,4.28,4.24,2.72,907
35661,0.31,Very Good,G,63.4,59.0,4.29,4.26,2.71,907
35663,0.41,Premium,F,60.3,58.0,4.86,4.82,2.92,907
35664,0.32,Ideal,D,59.8,57.0,4.51,4.46,2.68,907
35665,0.31,Ideal,H,61.8,57.0,4.35,4.32,2.68,907
35666,0.41,Very Good,G,61.6,59.0,4.74,4.8,2.94,908
35667,0.42,Ideal,E,61.6,57.0,4.79,4.82,2.96,908
35668,0.35,Very Good,F,62.3,56.0,4.53,4.57,2.83,909
35669,0.4,Very Good,F,63.4,54.0,4.68,4.72,2.98,909
35670,0.4,Very Good,E,63.3,55.0,4.66,4.69,2.96,909
35671,0.4,Good,G,62.8,54.4,4.67,4.7,2.94,909
35672,0.37,Ideal,G,62.0,56.0,4.62,4.64,2.87,909
35673,0.4,Ideal,D,62.2,55.0,4.72,4.74,2.94,909
35674,0.41,Ideal,F,60.5,56.0,4.81,4.84,2.92,909
35675,0.42,Very Good,D,63.8,54.0,4.74,4.79,3.04,910
35676,0.42,Very Good,D,63.2,58.0,4.77,4.79,3.02,910
35677,0.42,Very Good,D,60.7,60.0,4.79,4.83,2.92,910
35678,0.41,Very Good,E,63.3,56.0,4.71,4.74,2.99,910
35679,0.42,Very Good,F,60.9,58.0,4.84,4.88,2.96,910
35680,0.42,Ideal,H,61.1,56.0,4.8,4.85,2.95,910
35681,0.32,Ideal,D,61.8,56.0,4.37,4.4,2.71,910
35682,0.32,Premium,D,62.0,60.0,4.37,4.4,2.72,910
35684,0.35,Ideal,D,61.0,57.0,4.54,4.58,2.78,910
35685,0.35,Ideal,G,61.3,56.0,4.51,4.53,2.77,910
35686,0.3,Premium,D,62.6,61.0,4.25,4.22,2.65,911
35687,0.3,Premium,D,62.0,59.0,4.27,4.22,2.63,911
35688,0.39,Ideal,H,61.9,54.0,4.7,4.73,2.92,911
35689,0.46,Ideal,I,62.3,56.0,4.93,4.96,3.08,911
35690,0.39,Ideal,E,61.3,56.0,4.71,4.75,2.9,911
35691,0.44,Ideal,H,61.6,56.0,4.87,4.93,3.02,911
35692,0.3,Ideal,E,61.5,56.0,4.37,4.31,2.67,911
35693,0.3,Ideal,D,61.3,57.0,4.36,4.32,2.66,911
35694,0.3,Premium,D,60.5,58.0,4.38,4.35,2.64,911
35695,0.3,Ideal,E,61.7,57.0,4.31,4.28,2.65,911
35696,0.3,Premium,E,61.8,58.0,4.33,4.31,2.67,911
35697,0.3,Ideal,E,60.7,57.0,4.36,4.31,2.63,911
35698,0.3,Premium,E,61.3,59.0,4.33,4.28,2.64,911
35699,0.3,Ideal,E,60.8,57.0,4.36,4.33,2.64,911
35700,0.3,Premium,D,62.5,59.0,4.28,4.23,2.66,911
35701,0.3,Premium,E,61.9,60.0,4.3,4.26,2.65,911
35702,0.3,Ideal,D,62.4,56.0,4.32,4.27,2.68,911
35703,0.3,Ideal,D,61.4,54.0,4.34,4.33,2.66,911
35704,0.3,Premium,D,60.4,59.0,4.35,4.33,2.62,911
35705,0.3,Ideal,D,62.0,56.0,4.35,4.33,2.69,911
35706,0.3,Ideal,D,61.0,55.0,4.36,4.33,2.65,911
35707,0.3,Ideal,D,61.7,55.0,4.36,4.33,2.68,911
35708,0.3,Premium,D,60.7,60.0,4.37,4.33,2.64,911
35709,0.3,Ideal,D,60.8,57.0,4.38,4.33,2.65,911
35710,0.3,Ideal,D,60.9,57.0,4.35,4.32,2.64,911
35711,0.3,Premium,D,60.9,58.0,4.35,4.32,2.64,911
35712,0.3,Premium,D,60.6,58.0,4.36,4.32,2.63,911
35713,0.3,Ideal,D,61.1,56.0,4.36,4.32,2.65,911
35714,0.3,Ideal,D,61.8,55.0,4.36,4.32,2.68,911
35715,0.3,Ideal,D,60.8,57.0,4.34,4.31,2.63,911
35716,0.3,Ideal,D,62.0,55.0,4.34,4.31,2.68,911
35717,0.3,Premium,D,61.0,58.0,4.34,4.32,2.64,911
35718,0.3,Ideal,D,61.4,55.0,4.34,4.32,2.66,911
35719,0.3,Premium,D,60.4,59.0,4.35,4.32,2.62,911
35720,0.3,Ideal,D,61.6,57.0,4.33,4.3,2.66,911
35721,0.3,Ideal,D,62.3,54.0,4.33,4.3,2.69,911
35722,0.3,Ideal,D,61.8,55.0,4.34,4.3,2.67,911
35723,0.3,Ideal,D,61.5,55.0,4.35,4.3,2.66,911
35724,0.3,Premium,D,61.0,60.0,4.33,4.29,2.63,911
35725,0.3,Ideal,D,61.9,57.0,4.33,4.29,2.67,911
35726,0.3,Ideal,D,62.2,55.0,4.33,4.29,2.68,911
